original_sent,main_subj,main_verb,all_verbs,all_subjs,reordered_sent
"although it is not the first company to produce the thinner drives , which store information in personal computers , miniscribe says it is the first with an 80-megabyte drive ; the company plans to introduce a 120-megabyte drive next year .",miniscribe,says,plans is says is,company it miniscribe it,"although it is not the first company to produce the thinner drives , which store information in personal computers , miniscribe says it is the first with an 80-megabyte drive ; the company plans to introduce a 120-megabyte drive next year ."
others pointed out that at least four other disk-drive makers will have competitive one-inch drives early next year and that the industry already operates on very thin margins .,others,pointed,pointed have operates,others makers industry,others pointed out that at least four other disk-drive makers will have competitive one-inch drives early next year and that the industry already operates on very thin margins .
he added that he expects to make a recommendation within a few weeks on whether miniscribe should file its own lawsuits against former company officers and directors .,he,added,added expects file,he he miniscribe,he added that he expects to make a recommendation within a few weeks on whether miniscribe should file its own lawsuits against former company officers and directors .
she retains her duties of human-resources director .,she,retains,retains,she,she retains her duties of human-resources director .
"founded by bike enthusiasts rather than businessmen , specialized spotted the appeal of fat-tired bikes that go almost anywhere and began mass-producing them in 1981 .",specialized,spotted,go spotted,bikes specialized,"founded by bike enthusiasts rather than businessmen , specialized spotted the appeal of fat-tired bikes that go almost anywhere and began mass-producing them in 1981 ."
"with 65 % of its sales coming from mountain bikes , specialized is widely considered to be a market leader .",specialized,considered,coming considered,% specialized,"with 65 % of its sales coming from mountain bikes , specialized is widely considered to be a market leader ."
"it currently costs $ 750 , though mr. sinyard thinks the price can be reduced within three years to between $ 200 and $ 250 .",it,costs,thinks costs reduced,sinyard it price,"it currently costs $ 750 , though mr. sinyard thinks the price can be reduced within three years to between $ 200 and $ 250 ."
"accessories not only sell faster than whole bikes , they also offer profit margins nearly double the 25 % to 30 % or so on sales of complete cycles .",they,offer,offer,they,"accessories not only sell faster than whole bikes , they also offer profit margins nearly double the 25 % to 30 % or so on sales of complete cycles ."
"at giant bicycle inc. , rancho dominguez , calif. , sales have tripled since the company entered the u.s. mountain-bike business in 1987 .",sales,tripled,entered tripled,company sales,"at giant bicycle inc. , rancho dominguez , calif. , sales have tripled since the company entered the u.s. mountain-bike business in 1987 ."
emc manufactures data-storage systems for mainframes and minicomputers .,emc,manufactures,manufactures,emc,emc manufactures data-storage systems for mainframes and minicomputers .
he is a senior partner with the law firm of riordan & mckinzie and is a partner in riordan venture management .,he,is,is,he,he is a senior partner with the law firm of riordan & mckinzie and is a partner in riordan venture management .
"he said he believes the bank loan , to be arranged by february , will supply about half of the financing .",he,said,said believes supply,he he loan,"he said he believes the bank loan , to be arranged by february , will supply about half of the financing ."
"but it showed strength throughout the session , hitting a low of only 2102.2 within the first few minutes of dealings .",it,showed,showed,it,"but it showed strength throughout the session , hitting a low of only 2102.2 within the first few minutes of dealings ."
"volume was only 256.6 million shares , breaking the previous 1989 low of 276.8 million shares recorded oct. 23 .",volume,was,was,volume,"volume was only 256.6 million shares , breaking the previous 1989 low of 276.8 million shares recorded oct. 23 ."
turnover was also down substantially from 840.8 million shares on friday .,turnover,was,was,turnover,turnover was also down substantially from 840.8 million shares on friday .
"dealers said the market was supported to some extent by a firmer pound , gains on wall street and shopping by market-makers to cover internal requirements for selected stocks in the 100-share index .",dealers,said,said supported,dealers market,"dealers said the market was supported to some extent by a firmer pound , gains on wall street and shopping by market-makers to cover internal requirements for selected stocks in the 100-share index ."
"prices were up across the board , with most blue-chip stocks registering solid gains .",prices,were,were registering,prices stocks,"prices were up across the board , with most blue-chip stocks registering solid gains ."
"though the market was stronger , dealers said fresh buying interest was sidelined ahead of a potential market-affecting debate in the house of commons set for tuesday .",dealers,said,was sidelined said,market interest dealers,"though the market was stronger , dealers said fresh buying interest was sidelined ahead of a potential market-affecting debate in the house of commons set for tuesday ."
"it was the most active of the 100-share index at 8.3 million shares , 6.5 million of which were traded by midday .",it,was,was,it,"it was the most active of the 100-share index at 8.3 million shares , 6.5 million of which were traded by midday ."
jaguar ended 22 higher at 747 .,jaguar,ended,ended,jaguar,jaguar ended 22 higher at 747 .
"glaxo was the biggest gainer , jumping 35 to # 13.78 ( $ 21.72 ) on anticipation of a stock split next week .",glaxo,was,was,glaxo,"glaxo was the biggest gainer , jumping 35 to # 13.78 ( $ 21.72 ) on anticipation of a stock split next week ."
"in tokyo , stocks had a second-consecutive loss monday in quiet trading with the exception of concentrated buying in some incentive-backed issues .",stocks,had,had,stocks,"in tokyo , stocks had a second-consecutive loss monday in quiet trading with the exception of concentrated buying in some incentive-backed issues ."
traders said turnover was particularly thin as investors waited for wall street to set the direction for the week .,traders,said,waited said was set,investors traders turnover street,traders said turnover was particularly thin as investors waited for wall street to set the direction for the week .
"stocks closed higher in hong kong , manila , seoul , sydney , taipei and wellington , but were lower in singapore .",stocks,closed,closed,stocks,"stocks closed higher in hong kong , manila , seoul , sydney , taipei and wellington , but were lower in singapore ."
investors welcomed the move .,investors,welcomed,welcomed,investors,investors welcomed the move .
"in addition , courtaulds said the moves are logical because they will allow both the chemicals and textile businesses to focus more closely on core activities .",courtaulds,said,allow said are,they courtaulds moves,"in addition , courtaulds said the moves are logical because they will allow both the chemicals and textile businesses to focus more closely on core activities ."
"though mr. packer has since sold his stake , courtaulds is moving to keep its institutional shareholders happy .",courtaulds,moving,moving sold,courtaulds packer,"though mr. packer has since sold his stake , courtaulds is moving to keep its institutional shareholders happy ."
september was the 10th consecutive month in which steel exports failed to reach the year-earlier level .,september,was,was failed,september exports,september was the 10th consecutive month in which steel exports failed to reach the year-earlier level .
"during the first hour of trading yesterday , prices fell as much as 1/4 point , or down about $ 2.50 for each $ 1,000 face amount .",prices,fell,fell,prices,"during the first hour of trading yesterday , prices fell as much as 1/4 point , or down about $ 2.50 for each $ 1,000 face amount ."
traders said most municipal bonds ended 1/2 point higher .,traders,said,said ended,traders bonds,traders said most municipal bonds ended 1/2 point higher .
rates are determined by the difference between the purchase price and face value .,rates,determined,determined,rates,rates are determined by the difference between the purchase price and face value .
"although the notes held at a price of 92 to 93 immediately after the reset , they started falling soon afterward .",they,started,started held,they notes,"although the notes held at a price of 92 to 93 immediately after the reset , they started falling soon afterward ."
this could mean diminished issuance of derivative mortgage issues during the next few weeks .,this,mean,mean,this,this could mean diminished issuance of derivative mortgage issues during the next few weeks .
"the pacs appeal to insurance companies and other investors because they have higher yields than topgrade corporate bonds and carry the guarantee of freddie mac and fannie mae , quasi-federal agencies .",they,have,have,they,"the pacs appeal to insurance companies and other investors because they have higher yields than topgrade corporate bonds and carry the guarantee of freddie mac and fannie mae , quasi-federal agencies ."
that compared with 49 such transactions totaling $ 28.7 billion as year earlier .,that,compared,compared,that,that compared with 49 such transactions totaling $ 28.7 billion as year earlier .
it is also likely to bolster fears that the japanese will use their foothold in u.s. biotechnology concerns to gain certain trade and competitive advantages .,it,is,is use,it japanese,it is also likely to bolster fears that the japanese will use their foothold in u.s. biotechnology concerns to gain certain trade and competitive advantages .
chugai agreed then to fund certain associated research and development costs .,chugai,agreed,agreed,chugai,chugai agreed then to fund certain associated research and development costs .
he added that until now the japanese have only acquired equity positions in u.s. biotechnology companies .,he,added,added acquired,he japanese,he added that until now the japanese have only acquired equity positions in u.s. biotechnology companies .
"chugai has been one of the most active japanese players in u.s. biotechnology companies ; it has an equity investment in genetics institute inc. , cambridge , mass. , and a joint-venture agreement with upjohn co. , kalamazoo , mich .",it,has,has,it,"chugai has been one of the most active japanese players in u.s. biotechnology companies ; it has an equity investment in genetics institute inc. , cambridge , mass. , and a joint-venture agreement with upjohn co. , kalamazoo , mich ."
"in 1988 , chugai had net income of $ 60 million on revenue of $ 991 million .",chugai,had,had,chugai,"in 1988 , chugai had net income of $ 60 million on revenue of $ 991 million ."
genprobe had a net loss of $ 9.5 million on revenue of $ 5.8 million .,genprobe,had,had,genprobe,genprobe had a net loss of $ 9.5 million on revenue of $ 5.8 million .
it was supposed to be a routine courtesy call .,it,supposed,supposed,it,it was supposed to be a routine courtesy call .
"and , despite its image as a technology superpower , japan has a lot of weaknesses .",japan,has,has,japan,"and , despite its image as a technology superpower , japan has a lot of weaknesses ."
"they believe technology is one of their best bets , and some soviet officials say moscow will even consider declassifying military know-how if the price is right .",they,believe,believe consider is say is,they moscow technology officials price,"they believe technology is one of their best bets , and some soviet officials say moscow will even consider declassifying military know-how if the price is right ."
japan is a major target for the soviets .,japan,is,is,japan,japan is a major target for the soviets .
"it scared brokers , but most survived .",it,scared,scared,it,"it scared brokers , but most survived ."
it took effect after seven years of bitter debate between the securities and exchange commission and traders and exchanges .,it,took,took,it,it took effect after seven years of bitter debate between the securities and exchange commission and traders and exchanges .
institutions had become active market players in the early 1970s and sought exchange seats to handle their own trades .,institutions,become,become,institutions,institutions had become active market players in the early 1970s and sought exchange seats to handle their own trades .
"but rather than write off home fitness equipment , she traded up : ms. igdaloff just paid about $ 900 for a fancier stationary bike , with a timer , dials showing average and maximum speeds and a comfortable seat that feels almost like a chair .",she,traded,paid feels traded,igdaloff seat she,"but rather than write off home fitness equipment , she traded up : ms. igdaloff just paid about $ 900 for a fancier stationary bike , with a timer , dials showing average and maximum speeds and a comfortable seat that feels almost like a chair ."
"this conjures up images of a nation full of trim , muscular folks , and suggests couch potatoes are out of season .",this,conjures,conjures are,this potatoes,"this conjures up images of a nation full of trim , muscular folks , and suggests couch potatoes are out of season ."
"we did experience some difficulties with the initial lbo terms and , as your article made clear , successfully restructured our debt earlier this year , something those other retailers have yet to accomplish .",we,experience,experience have made,we retailers article,"we did experience some difficulties with the initial lbo terms and , as your article made clear , successfully restructured our debt earlier this year , something those other retailers have yet to accomplish ."
"they claim to have busted spirits , poltergeists and other spooks in hundreds of houses around the country .",they,claim,claim,they,"they claim to have busted spirits , poltergeists and other spooks in hundreds of houses around the country ."
"in a public opinion poll published in the october issue of parents magazine , a third of those queried said they believe that ghosts or spirits make themselves known to people .",they,believe,make believe,ghosts they,"in a public opinion poll published in the october issue of parents magazine , a third of those queried said they believe that ghosts or spirits make themselves known to people ."
she declines to show them .,she,declines,declines,she,she declines to show them .
but survivors earn more .,survivors,earn,earn,survivors,but survivors earn more .
he says the department now has 75 openings and wants to hire 625 civil engineers over the next 15 months .,he,says,says has,he department,he says the department now has 75 openings and wants to hire 625 civil engineers over the next 15 months .
but violation could bring substantial tax penalties to both employer and employees .,violation,bring,bring,violation,but violation could bring substantial tax penalties to both employer and employees .
executives universally believe workers should know their employer-sponsored benefits .,executives,believe,believe know,executives workers,executives universally believe workers should know their employer-sponsored benefits .
students shun burger flipping for jobs tied to careers .,students,shun,shun,students,students shun burger flipping for jobs tied to careers .
"despite valiant efforts by finance minister mailson ferreira da nobrega , inflation came to 36 % in september alone and is expected to top 1,000 % for the year .",inflation,came,came,inflation,"despite valiant efforts by finance minister mailson ferreira da nobrega , inflation came to 36 % in september alone and is expected to top 1,000 % for the year ."
officials also say a national electricity shortage might not be far off .,officials,say,be say,shortage officials,officials also say a national electricity shortage might not be far off .
"the 67-year-old mr. brizola has been vague about his intentions and often inflammatory in his rhetoric , but analysts say he probably would be pragmatic .",analysts,say,say,analysts,"the 67-year-old mr. brizola has been vague about his intentions and often inflammatory in his rhetoric , but analysts say he probably would be pragmatic ."
but humana says its own facilities could serve its insured for less if they were properly equipped .,humana,says,equipped says serve,they humana facilities,but humana says its own facilities could serve its insured for less if they were properly equipped .
"humana contends that $ 8,000 represents an extreme case and that its regular charge for lithotripsy is $ 4,900 .",humana,contends,is contends,charge humana,"humana contends that $ 8,000 represents an extreme case and that its regular charge for lithotripsy is $ 4,900 ."
it also saves money .,it,saves,saves,it,it also saves money .
mitsui expects the antibiotic products to be exported to southeast asia and africa .,mitsui,expects,expects,mitsui,mitsui expects the antibiotic products to be exported to southeast asia and africa .
it also hopes to enter the u.s. market .,it,hopes,hopes,it,it also hopes to enter the u.s. market .
nrm suspended its common distribution in june 1988 and the distribution on its $ 2 cumulative convertible acquisition preferred units in september .,nrm,suspended,suspended,nrm,nrm suspended its common distribution in june 1988 and the distribution on its $ 2 cumulative convertible acquisition preferred units in september .
"in following several other oil and gas partnerships that have made the conversion to a corporation in the last year , nrm also noted that tax advantages for partnerships have diminished under new tax laws and said it would save $ 2 million a year in administrative costs from the change .",nrm,noted,save diminished noted,it advantages nrm,"in following several other oil and gas partnerships that have made the conversion to a corporation in the last year , nrm also noted that tax advantages for partnerships have diminished under new tax laws and said it would save $ 2 million a year in administrative costs from the change ."
"under the plan , nrm said holders of its common units will receive one share of new common stock in edisto resources corp. for every 14.97 common units owned .",nrm,said,receive said,holders nrm,"under the plan , nrm said holders of its common units will receive one share of new common stock in edisto resources corp. for every 14.97 common units owned ."
nrm said its $ 2.60 senior cumulative convertible preferred units will be converted into an equal number of shares of $ 2.60 senior cumulative convertible preferred stock of edisto .,nrm,said,said converted,nrm units,nrm said its $ 2.60 senior cumulative convertible preferred units will be converted into an equal number of shares of $ 2.60 senior cumulative convertible preferred stock of edisto .
nrm said it expects unitholders to vote on the restructuring at a meeting dec. 15 .,nrm,said,said expects,nrm it,nrm said it expects unitholders to vote on the restructuring at a meeting dec. 15 .
"but if reinvested dividends are excluded , investors put in only $ 340 million more than they pulled out for the month .",investors,put,put pulled excluded,investors they dividends,"but if reinvested dividends are excluded , investors put in only $ 340 million more than they pulled out for the month ."
analysts say additional investors transferred their assets into money funds this month .,analysts,say,say transferred,analysts investors,analysts say additional investors transferred their assets into money funds this month .
he notes that most of the net sales drop stemmed from a three-day period following the friday the 13th plunge .,he,notes,notes,he,he notes that most of the net sales drop stemmed from a three-day period following the friday the 13th plunge .
we keep wondering what mr. gates wanted to say .,we,keep,keep,we,we keep wondering what mr. gates wanted to say .
letting officials express their own nuances can be educational .,officials,express,express,officials,letting officials express their own nuances can be educational .
it is in the western interest to see mr. gorbachev succeed .,it,is,is succeed,it gorbachev,it is in the western interest to see mr. gorbachev succeed .
"even if the press is ready to seize and misinterpret , these are not very complicated thoughts .",these,are,are is,these press,"even if the press is ready to seize and misinterpret , these are not very complicated thoughts ."
"seats are currently quoted at $ 151,000 , bid , and $ 162,000 , asked .",seats,quoted,quoted,seats,"seats are currently quoted at $ 151,000 , bid , and $ 162,000 , asked ."
it would allow all defendants to introduce statistical evidence showing racially disproportionate application of the death penalty in the past .,it,allow,allow,it,it would allow all defendants to introduce statistical evidence showing racially disproportionate application of the death penalty in the past .
and it would shift the burden to prosecutors to disprove that discrimination caused any statistical racial disparities .,it,shift,shift caused,it discrimination,and it would shift the burden to prosecutors to disprove that discrimination caused any statistical racial disparities .
"but if it survives , it could prompt other statutory changes , according to the mr. burr .",it,prompt,survives prompt,it it,"but if it survives , it could prompt other statutory changes , according to the mr. burr ."
he could rule as early as today on the motion seeking a temporary injunction against the dow jones offer .,he,rule,rule,he,he could rule as early as today on the motion seeking a temporary injunction against the dow jones offer .
he also contended that the plaintiffs failed to cite any legal authority that would justify such an injunction .,he,contended,contended failed,he plaintiffs,he also contended that the plaintiffs failed to cite any legal authority that would justify such an injunction .
telerate provides information about financial markets through an electronic network .,telerate,provides,provides,telerate,telerate provides information about financial markets through an electronic network .
nothing was going to hold up the long-delayed settlement of britton vs. thomasini .,nothing,going,going,nothing,nothing was going to hold up the long-delayed settlement of britton vs. thomasini .
"lights flickered on and off ; plaster dropped from the ceiling , the walls still shook and an evacuation alarm blared outside .",lights,flickered,flickered shook blared dropped,lights walls alarm plaster,"lights flickered on and off ; plaster dropped from the ceiling , the walls still shook and an evacuation alarm blared outside ."
edison said the acquired stores would be integrated into its current operations .,edison,said,said integrated,edison stores,edison said the acquired stores would be integrated into its current operations .
that amounts to more than $ 350 billion a year .,that,amounts,amounts,that,that amounts to more than $ 350 billion a year .
"chrysler has also launched a $ 1 billion cost-cutting program that will cut about 2,300 white-collar workers from the payroll in the next few months .",chrysler,launched,launched,chrysler,"chrysler has also launched a $ 1 billion cost-cutting program that will cut about 2,300 white-collar workers from the payroll in the next few months ."
"sales were $ 597.8 million , up 2.4 % from the previous year .",sales,were,were,sales,"sales were $ 597.8 million , up 2.4 % from the previous year ."
"acadia would sell up to 10 % of the equity in the reorganized company to creditors and bondholders in exchange for the cash distribution , but creditors and bondholders would receive no discount for their shares .",acadia,sell,sell receive,acadia creditors,"acadia would sell up to 10 % of the equity in the reorganized company to creditors and bondholders in exchange for the cash distribution , but creditors and bondholders would receive no discount for their shares ."
he said he has not met with representatives from acadia .,he,said,said met,he he,he said he has not met with representatives from acadia .
revco has $ 1.5 billion in claims outstanding .,revco,has,has,revco,revco has $ 1.5 billion in claims outstanding .
declines came because of concern that demand for copper may slow down .,declines,came,came slow,declines demand,declines came because of concern that demand for copper may slow down .
at the time merchants were asking for premiums of about five cents a pound .,merchants,asking,asking,merchants,at the time merchants were asking for premiums of about five cents a pound .
japan normally depends heavily on the highland valley and cananea mines as well as the bougainville mine in papua new guinea .,japan,depends,depends,japan,japan normally depends heavily on the highland valley and cananea mines as well as the bougainville mine in papua new guinea .
"outside the u.s. , he said , producer stocks at the end of august were 273,000 tons , down 3,000 tons from the end of july .",he,said,said were,he stocks,"outside the u.s. , he said , producer stocks at the end of august were 273,000 tons , down 3,000 tons from the end of july ."
"before becoming self-employed , or setting up a cooperative , workers must seek permission from the local soviet ( council ) .",workers,seek,seek,workers,"before becoming self-employed , or setting up a cooperative , workers must seek permission from the local soviet ( council ) ."
"permission is far from automatic : the soviets have the legal right to turn down applications and impose conditions , and they appear to be exercising these powers .",permission,is,have is appear,soviets permission they,"permission is far from automatic : the soviets have the legal right to turn down applications and impose conditions , and they appear to be exercising these powers ."
"but that changed following a resolution from the supreme soviet banning cooperatives from operating in some areas of the economy , and permitting activity in others only if the cooperatives are under contract to the state .",that,changed,changed are,that cooperatives,"but that changed following a resolution from the supreme soviet banning cooperatives from operating in some areas of the economy , and permitting activity in others only if the cooperatives are under contract to the state ."
"most important , this would leave the party intact and its monopoly of political power largely undisturbed .",this,leave,leave,this,"most important , this would leave the party intact and its monopoly of political power largely undisturbed ."
"in doing so , he neither rejected a socialist planned economy nor embraced the free market .",he,rejected,rejected,he,"in doing so , he neither rejected a socialist planned economy nor embraced the free market ."
it is the promise of economic returns that is supposed to make the corporatist model attractive to both the party and labor .,it,is,is,it,it is the promise of economic returns that is supposed to make the corporatist model attractive to both the party and labor .
"it is possible that , in perpetuating such myths , the ground is being laid for the arrest of opposition activists on the ground of terrorism .",it,is,is laid,it ground,"it is possible that , in perpetuating such myths , the ground is being laid for the arrest of opposition activists on the ground of terrorism ."
we think that the ratings revision is unfortunate but not unexpected .,we,think,think is,we revision,we think that the ratings revision is unfortunate but not unexpected .
"quotron also provides trading and other systems , services for brokerage firms , and communications-network services .",quotron,provides,provides,quotron,"quotron also provides trading and other systems , services for brokerage firms , and communications-network services ."
"and oct. 24 , quotron said it will market the automated trading system of broker-dealer chapdelaine government securities inc .",quotron,said,market said,it quotron,"and oct. 24 , quotron said it will market the automated trading system of broker-dealer chapdelaine government securities inc ."
"this past summer , quotron sold its customer-service unit , employing 600 , to phoenix technologies inc. , a closely held computer-service firm in valley forge , pa .",quotron,sold,sold,quotron,"this past summer , quotron sold its customer-service unit , employing 600 , to phoenix technologies inc. , a closely held computer-service firm in valley forge , pa ."
abc had based its budget for baseball on a six-game series .,abc,based,based,abc,abc had based its budget for baseball on a six-game series .
but interest instead decreased .,interest,decreased,decreased,interest,but interest instead decreased .
but interest waned as the day wore on and investors looked ahead to the release later this week of two important economic reports .,interest,waned,waned looked wore,interest investors day,but interest waned as the day wore on and investors looked ahead to the release later this week of two important economic reports .
but it also offers opportunities ; americans are well poised to supply the weapons .,it,offers,poised offers,americans it,but it also offers opportunities ; americans are well poised to supply the weapons .
"japan may be a tough market for outsiders to penetrate , and the u.s. is hopelessly behind japan in certain technologies .",outsiders,penetrate,penetrate is,outsiders u.s.,"japan may be a tough market for outsiders to penetrate , and the u.s. is hopelessly behind japan in certain technologies ."
"but for now , at least , americans are far better at making pcs and the software that runs them .",americans,are,are runs,americans software,"but for now , at least , americans are far better at making pcs and the software that runs them ."
"in the u.s. , pcs commonly perform many tasks and plug into a broad network .",pcs,perform,perform,pcs,"in the u.s. , pcs commonly perform many tasks and plug into a broad network ."
others analyze the data .,others,analyze,analyze,others,others analyze the data .
"to transmit charts to branch offices , they use a fax machine .",they,use,use,they,"to transmit charts to branch offices , they use a fax machine ."
"while tens of thousands of software packages using the ibm standard are available in the u.s. , they say only about 8,000 are written for nec .",they,say,say are,they tens,"while tens of thousands of software packages using the ibm standard are available in the u.s. , they say only about 8,000 are written for nec ."
she adds that some technological advances trail those in the u.s. because the japanese still import basic operating systems from american companies .,she,adds,adds trail import,she advances japanese,she adds that some technological advances trail those in the u.s. because the japanese still import basic operating systems from american companies .
it has won about 15 % of the retail pc market .,it,won,won,it,it has won about 15 % of the retail pc market .
"but it could also help american companies , which also are starting to try to open the market .",it,help,help,it,"but it could also help american companies , which also are starting to try to open the market ."
"though no formal trade barriers exist , the japanese computer industry is difficult for outsiders to enter .",outsiders,enter,enter is exist,outsiders industry barriers,"though no formal trade barriers exist , the japanese computer industry is difficult for outsiders to enter ."
"and because general retail centers such as computerland have little presence in japan , sales remain in the iron grip of established computer makers .",sales,remain,have remain,centers sales,"and because general retail centers such as computerland have little presence in japan , sales remain in the iron grip of established computer makers ."
critics also say american companies charge too much .,critics,say,say charge,critics companies,critics also say american companies charge too much .
"earlier this year , it introduced a much more powerful kanji operating system and a kanji laser printer .",it,introduced,introduced,it,"earlier this year , it introduced a much more powerful kanji operating system and a kanji laser printer ."
timing is of the essence with ru-486 .,timing,is,is,timing,timing is of the essence with ru-486 .
that is typically about a three-week window .,that,is,is,that,that is typically about a three-week window .
"we do not know whether ru-486 will be as disastrous as some of the earlier fertility-control methods released to unblinking , uncritical cheers from educated people who should have known better .",we,know,know known,we people,"we do not know whether ru-486 will be as disastrous as some of the earlier fertility-control methods released to unblinking , uncritical cheers from educated people who should have known better ."
"that means that the u.s. trade deficit was running closer to $ 75 billion than to $ 95 billion in 1988 , and $ 55 billion ( annualized ) rather than $ 80 billion in the first quarter of 1989 .",that,means,running means,deficit that,"that means that the u.s. trade deficit was running closer to $ 75 billion than to $ 95 billion in 1988 , and $ 55 billion ( annualized ) rather than $ 80 billion in the first quarter of 1989 ."
"it does not relieve the need for our market-opening efforts for both goods and services , but it does suggest that it is our exports of services , and not just borrowing , that is financing our imports of goods .",it,relieve,suggest relieve is,it it it,"it does not relieve the need for our market-opening efforts for both goods and services , but it does suggest that it is our exports of services , and not just borrowing , that is financing our imports of goods ."
"kidder so far this year has executed a monthly average of 37.8 million shares in index-arbitrage trading , and is second only to morgan stanley in overall program trading , which includes index arbitrage .",kidder,executed,executed includes,kidder trading,"kidder so far this year has executed a monthly average of 37.8 million shares in index-arbitrage trading , and is second only to morgan stanley in overall program trading , which includes index arbitrage ."
kidder has generally been sensitive to suggestions that ge makes decisions for its kidder unit .,ge,makes,makes,ge,kidder has generally been sensitive to suggestions that ge makes decisions for its kidder unit .
"but on oct. 6 , he had reason to celebrate .",he,had,had,he,"but on oct. 6 , he had reason to celebrate ."
"he was sentenced to 500 hours of community service and restitution to the museum of $ 45,000 .",he,sentenced,sentenced,he,"he was sentenced to 500 hours of community service and restitution to the museum of $ 45,000 ."
"valued at $ 1.3 million , it was part of a four-crate shipment .",it,was,was,it,"valued at $ 1.3 million , it was part of a four-crate shipment ."
"he painted one himself in the style of john haberle and sold it as a 19th-century original to antique dealers in woodbridge , conn .",he,painted,painted,he,"he painted one himself in the style of john haberle and sold it as a 19th-century original to antique dealers in woodbridge , conn ."
mazda makes the tracer for ford .,mazda,makes,makes,mazda,mazda makes the tracer for ford .
ford said owners should return the cars to dealers so the windshields can be removed and securely reinstalled .,ford,said,said return removed,ford owners windshields,ford said owners should return the cars to dealers so the windshields can be removed and securely reinstalled .
"ford said the term on its warranty is already six years or 60,000 miles .",ford,said,said is,ford term,"ford said the term on its warranty is already six years or 60,000 miles ."
ford said the new offer will begin saturday and run indefinitely .,ford,said,said begin,ford offer,ford said the new offer will begin saturday and run indefinitely .
it recently reported assets of $ 2.4 billion and liabilities of $ 4 billion .,it,reported,reported,it,it recently reported assets of $ 2.4 billion and liabilities of $ 4 billion .
ltv filed for protection under chapter 11 in federal bankruptcy court in 1986 .,ltv,filed,filed,ltv,ltv filed for protection under chapter 11 in federal bankruptcy court in 1986 .
"in september 1987 , it ordered ltv to reassume liability and funding for the three original plans .",it,ordered,ordered,it,"in september 1987 , it ordered ltv to reassume liability and funding for the three original plans ."
"in dallas , ltv said that it was disappointed that the court agreed to hear the case because it believes the move will further delay its chapter 11 proceedings .",ltv,said,disappointed agreed believes said delay,it court it ltv move,"in dallas , ltv said that it was disappointed that the court agreed to hear the case because it believes the move will further delay its chapter 11 proceedings ."
"within two hours , viewers pledged over $ 400,000 , according to a red cross executive .",viewers,pledged,pledged,viewers,"within two hours , viewers pledged over $ 400,000 , according to a red cross executive ."
nissan created its quake ad in a weekend .,nissan,created,created,nissan,nissan created its quake ad in a weekend .
they chance alienating the customers they hope to woo by looking like opportunistic sharks .,they,chance,chance hope,they they,they chance alienating the customers they hope to woo by looking like opportunistic sharks .
it can be hoped that spanish prime minister felipe gonzalez will draw the right conclusion from his narrow election victory sunday .,it,hoped,draw hoped,gonzalez it,it can be hoped that spanish prime minister felipe gonzalez will draw the right conclusion from his narrow election victory sunday .
he should consider his victory a mandate to continue his growth-oriented economic reforms and not a demand that he move further left .,he,consider,consider move,he he,he should consider his victory a mandate to continue his growth-oriented economic reforms and not a demand that he move further left .
"if he follows the correct path , he may be able to look back on this election as the high-water mark of far-left opposition .",he,follows,follows,he,"if he follows the correct path , he may be able to look back on this election as the high-water mark of far-left opposition ."
"unemployment still is officially recorded at 16.5 % , the highest rate in europe , although actual joblessness may be lower .",unemployment,recorded,recorded,unemployment,"unemployment still is officially recorded at 16.5 % , the highest rate in europe , although actual joblessness may be lower ."
"he should do more to reduce tax rates on wealth and income , in recognition of the fact that those cuts yield higher , not lower , revenues .",he,do,do yield,he cuts,"he should do more to reduce tax rates on wealth and income , in recognition of the fact that those cuts yield higher , not lower , revenues ."
reserves traded among commercial banks for overnight use in amounts of $ 1 million or more .,reserves,traded,traded,reserves,reserves traded among commercial banks for overnight use in amounts of $ 1 million or more .
we suspect daniel ortega knows the difference between a blunder and a strategy .,we,suspect,suspect knows,we ortega,we suspect daniel ortega knows the difference between a blunder and a strategy .
cetus is currently trying to obtain federal regulatory clearance for u.s. distribution .,cetus,trying,trying,cetus,cetus is currently trying to obtain federal regulatory clearance for u.s. distribution .
"but banks may prefer using a profile that targets selected transactions , rather than a blanket reporting requirement .",banks,prefer,prefer,banks,"but banks may prefer using a profile that targets selected transactions , rather than a blanket reporting requirement ."
"banks now are required only to report cash deposits or withdrawals of $ 10,000 or more .",banks,required,required,banks,"banks now are required only to report cash deposits or withdrawals of $ 10,000 or more ."
"profit-taking accounted for much of the slide in otc stock prices , according to david mills , senior vice president of boston company advisers .",profit-taking,accounted,accounted,profit-taking,"profit-taking accounted for much of the slide in otc stock prices , according to david mills , senior vice president of boston company advisers ."
"he said many portfolio managers , whose year-end bonuses are tied to annual performance , are selling now rather than risk seeing their gains erode further .",he,said,selling said tied erode,managers he bonuses gains,"he said many portfolio managers , whose year-end bonuses are tied to annual performance , are selling now rather than risk seeing their gains erode further ."
jaguar assumed its recently customary place on the otc most active list as its american depository receipts gained 1/4 to 11 7/8 on volume of 1.2 million shares and daimler-benz joined the list of companies interested in the british car maker .,jaguar,assumed,assumed joined gained,jaguar daimler-benz receipts,jaguar assumed its recently customary place on the otc most active list as its american depository receipts gained 1/4 to 11 7/8 on volume of 1.2 million shares and daimler-benz joined the list of companies interested in the british car maker .
daimler said it has had talks with jaguar about possible joint ventures .,daimler,said,said had,daimler it,daimler said it has had talks with jaguar about possible joint ventures .
